Gene stable ID	NCBI gene (formerly Entrezgene) ID	HGNC symbol	Gene stable ID
ENSG00000182749	164091	PAQR7	ENSG00000182749
ENSG00000172497	134526	ACOT12	ENSG00000172497
ENSG00000117632	3925	STMN1	ENSG00000117632
ENSG00000177455	930	CD19	ENSG00000177455
ENSG00000135211	85025	TMEM60	ENSG00000135211
ENSG00000006576	57157	PHTF2	ENSG00000006576
ENSG00000121361	3764	KCNJ8	ENSG00000121361
ENSG00000263979	100616429	MIR4672	ENSG00000263979
ENSG00000160408	30815	ST6GALNAC6	ENSG00000160408
ENSG00000171054	347468	OR13H1	ENSG00000171054
ENSG00000284575	100616112	MIR4793	ENSG00000284575
ENSG00000213672	51517	NCKIPSD	ENSG00000213672
ENSG00000213468	286467	FIRRE	ENSG00000213468
ENSG00000069431	10060	ABCC9	ENSG00000069431
ENSG00000145687	23635	SSBP2	ENSG00000145687
ENSG00000137225	11131	CAPN11	ENSG00000137225
ENSG00000127533	9002	F2RL3	ENSG00000127533
ENSG00000260937	105370829		ENSG00000260937
ENSG00000283204	100616419	MIR4434	ENSG00000283204
ENSG00000137876	51187	RSL24D1	ENSG00000137876
ENSG00000233694	339807	LINC02579	ENSG00000233694
ENSG00000283938	100500808	MIR3917	ENSG00000283938
ENSG00000160111	27151	CPAMD8	ENSG00000160111
ENSG00000171953	91647	ATPAF2	ENSG00000171953
ENSG00000158006	5051	PAFAH2	ENSG00000158006
ENSG00000179833	9792	SERTAD2	ENSG00000179833
ENSG00000134602	51765	STK26	ENSG00000134602
ENSG00000027075	5583	PRKCH	ENSG00000027075
ENSG00000234572	101927438	LINC01800	ENSG00000234572
ENSG00000237638	400958	LINC02245	ENSG00000237638
ENSG00000176953	84901	NFATC2IP	ENSG00000176953
ENSG00000115902	6509	SLC1A4	ENSG00000115902
ENSG00000110514	8567	MADD	ENSG00000110514
ENSG00000262179	101929726	MYMX	ENSG00000262179
ENSG00000166573	2587	GALR1	ENSG00000166573
ENSG00000112759	2030	SLC29A1	ENSG00000112759
ENSG00000284541	100616487	MIR4517	ENSG00000284541
ENSG00000158008	2134	EXTL1	ENSG00000158008
ENSG00000169682	83985	SPNS1	ENSG00000169682
ENSG00000141034	79018	GID4	ENSG00000141034
ENSG00000136840	27090	ST6GALNAC4	ENSG00000136840
ENSG00000228350	102724368	LINC02585	ENSG00000228350
ENSG00000158014	7780	SLC30A2	ENSG00000158014
ENSG00000068745	51447	IP6K2	ENSG00000068745
ENSG00000108591	1819	DRG2	ENSG00000108591
ENSG00000011523	23177	CEP68	ENSG00000011523
ENSG00000138772	306	ANXA3	ENSG00000138772
ENSG00000256463	27164	SALL3	ENSG00000256463
ENSG00000158022	84676	TRIM63	ENSG00000158022
ENSG00000069974	5873	RAB27A	ENSG00000069974
ENSG00000111726	55907	CMAS	ENSG00000111726
ENSG00000265588	100847056	MIR5708	ENSG00000265588
ENSG00000167103	138429	PIP5KL1	ENSG00000167103
ENSG00000166377	374868	ATP9B	ENSG00000166377
ENSG00000175087	149420	PDIK1L	ENSG00000175087
ENSG00000138069	5861	RAB1A	ENSG00000138069
ENSG00000111728	6489	ST8SIA1	ENSG00000111728
ENSG00000197245	79927	FAM110D	ENSG00000197245
ENSG00000182107	161291	TMEM30B	ENSG00000182107
ENSG00000205189	65986	ZBTB10	ENSG00000205189
ENSG00000282872	110806296	C1orf232	ENSG00000282872
ENSG00000131351	93323	HAUS8	ENSG00000131351
ENSG00000142684	51042	ZNF593	ENSG00000142684
ENSG00000165694	90167	FRMD7	ENSG00000165694
ENSG00000250548	101927780	LINC01303	ENSG00000250548
ENSG00000258777	100750246	HIF1A-AS1	ENSG00000258777
ENSG00000138071	10097	ACTR2	ENSG00000138071
ENSG00000100644	3091	HIF1A	ENSG00000100644
ENSG00000136908	8818	DPM2	ENSG00000136908
ENSG00000142675	10256	CNKSR1	ENSG00000142675
ENSG00000164684	619279	ZNF704	ENSG00000164684
ENSG00000123728	57826	RAP2C	ENSG00000123728
ENSG00000111731	9847	C2CD5	ENSG00000111731
ENSG00000114302	5576	PRKAR2A	ENSG00000114302
ENSG00000167106	399665	FAM102A	ENSG00000167106
ENSG00000232160	101928578	RAP2C-AS1	ENSG00000232160
ENSG00000076641	55824	PAG1	ENSG00000076641
ENSG00000076770	55796	MBNL3	ENSG00000076770
ENSG00000225973	101928527	PIGBOS1	ENSG00000225973
ENSG00000069943	9488	PIGB	ENSG00000069943
ENSG00000198369	200734	SPRED2	ENSG00000198369
ENSG00000171169	203245	NAIF1	ENSG00000171169
ENSG00000099331	4650	MYO9B	ENSG00000099331
ENSG00000164687	2171	FABP5	ENSG00000164687
ENSG00000148339	114789	SLC25A25	ENSG00000148339
ENSG00000260916	9236	CCPG1	ENSG00000260916
ENSG00000224424	100506637	PRKAR2A-AS1	ENSG00000224424
ENSG00000204929	101927533		ENSG00000204929
ENSG00000147588	5375	PMP2	ENSG00000147588
ENSG00000138756	55589	BMP2K	ENSG00000138756
ENSG00000178537	788	SLC25A20	ENSG00000178537
ENSG00000213658	27040	LAT	ENSG00000213658
ENSG00000205186	646480	FABP9	ENSG00000205186
ENSG00000170323	2167	FABP4	ENSG00000170323
ENSG00000091536	51168	MYO15A	ENSG00000091536
ENSG00000187391	9863	MAGI2	ENSG00000187391
ENSG00000264525	100616464	MIR4778	ENSG00000264525
ENSG00000232164	729348	LINC01873	ENSG00000232164
ENSG00000163291	152559	PAQR3	ENSG00000163291
ENSG00000197416	646486	FABP12	ENSG00000197416
ENSG00000143995	4211	MEIS1	ENSG00000143995
ENSG00000177479	10425	ARIH2	ENSG00000177479
ENSG00000133731	3612	IMPA1	ENSG00000133731
ENSG00000131196	4772	NFATC1	ENSG00000131196
ENSG00000171004	90161	HS6ST2	ENSG00000171004
ENSG00000258667	105370526	HIF1A-AS3	ENSG00000258667
ENSG00000148334	80142	PTGES2	ENSG00000148334
ENSG00000023608	6617	SNAPC1	ENSG00000023608
ENSG00000235849	100874102	HS6ST2-AS1	ENSG00000235849
ENSG00000134588	83844	USP26	ENSG00000134588
ENSG00000261771	100533483	DNAAF4-CCPG1	ENSG00000261771
ENSG00000096384	3326	HSP90AB1	ENSG00000096384
ENSG00000183434	51270	TFDP3	ENSG00000183434
ENSG00000076716	2239	GPC4	ENSG00000076716
ENSG00000283891	693213	MIR628	ENSG00000283891
ENSG00000261652	145788	C15orf65	ENSG00000261652
ENSG00000139973	83851	SYT16	ENSG00000139973
ENSG00000156269	84779	NAA11	ENSG00000156269
ENSG00000256061	161582	DNAAF4	ENSG00000256061
ENSG00000188782	378807	CATSPER4	ENSG00000188782
ENSG00000196475	2712	GK2	ENSG00000196475
ENSG00000250334	100506035	LINC00989	ENSG00000250334
ENSG00000147257	2719	GPC3	ENSG00000147257
ENSG00000053501	55850	USE1	ENSG00000053501
ENSG00000236155	101928303	ZPLD2P	ENSG00000236155
ENSG00000251321	118425	PCAT4	ENSG00000251321
ENSG00000259142	101954204	LINC00644	ENSG00000259142
ENSG00000152348	83734	ATG10	ENSG00000152348
ENSG00000130695	64793	CEP85	ENSG00000130695
ENSG00000163297	118429	ANTXR2	ENSG00000163297
ENSG00000140015	27133	KCNH5	ENSG00000140015
ENSG00000171016	26108	PYGO1	ENSG00000171016
ENSG00000230749	100873998	MEIS1-AS2	ENSG00000230749
ENSG00000166450	283659	PRTG	ENSG00000166450
ENSG00000232850	389791		ENSG00000232850
ENSG00000148346	3934	LCN2	ENSG00000148346
ENSG00000099330	79629	OCEL1	ENSG00000099330
ENSG00000157593	347734	SLC35B2	ENSG00000157593
ENSG00000253598	347051	SLC10A5	ENSG00000253598
ENSG00000186468	6228	RPS23	ENSG00000186468
ENSG00000126785	57381	RHOJ	ENSG00000126785
ENSG00000230525	101060019	LINC01799	ENSG00000230525
ENSG00000104231	79752	ZFAND1	ENSG00000104231
ENSG00000232688	102724321	LINC01628	ENSG00000232688
ENSG00000142669	83442	SH3BGRL3	ENSG00000142669
ENSG00000235885	101927661	LINC01828	ENSG00000235885
ENSG00000069869	4734	NEDD4	ENSG00000069869
ENSG00000286096	110806308	GPC3-AS1	ENSG00000286096
ENSG00000284427	100616124	MIR4647	ENSG00000284427
ENSG00000146232	4794	NFKBIE	ENSG00000146232
ENSG00000179600	122876	GPHB5	ENSG00000179600
ENSG00000284499	574031	MIR363	ENSG00000284499
ENSG00000284538	407049	MIR92A2	ENSG00000284538
ENSG00000284107	406981	MIR19B2	ENSG00000284107
ENSG00000284043	574032	MIR20B	ENSG00000284043
ENSG00000283931	574033	MIR18B	ENSG00000283931
ENSG00000284157	406899	MIR106A	ENSG00000284157
ENSG00000171159	79095	C9orf16	ENSG00000171159
ENSG00000154001	5529	PPP2R5E	ENSG00000154001
ENSG00000205464	92270	ATP6AP1L	ENSG00000205464
ENSG00000158062	91544	UBXN11	ENSG00000158062
ENSG00000203952	347475	CCDC160	ENSG00000203952
ENSG00000178233	441151	TMEM151B	ENSG00000178233
ENSG00000156531	84295	PHF6	ENSG00000156531
ENSG00000148337	25792	CIZ1	ENSG00000148337
ENSG00000236780	644838	LINC01829	ENSG00000236780
ENSG00000160113	2063	NR2F6	ENSG00000160113
ENSG00000254206	728888	NPIPB11	ENSG00000254206
ENSG00000146221	202500	TCTE1	ENSG00000146221
ENSG00000124608	57505	AARS2	ENSG00000124608
ENSG00000283359	100616297	MIR3977	ENSG00000283359
ENSG00000143971	54465	ETAA1	ENSG00000143971
ENSG00000183336	552900	BOLA2	ENSG00000183336
ENSG00000091542	54890	ALKBH5	ENSG00000091542
ENSG00000178467	54681	P4HTM	ENSG00000178467
ENSG00000130307	83878	USHBP1	ENSG00000130307
ENSG00000261740	107282092	BOLA2-SMG1P6	ENSG00000261740
ENSG00000131899	3996	LLGL1	ENSG00000131899
ENSG00000174695	153339	TMEM167A	ENSG00000174695
ENSG00000181625	79008	SLX1B	ENSG00000181625
ENSG00000224173	102724373	LINC02831	ENSG00000224173
ENSG00000249481	221409	SPATS1	ENSG00000249481
ENSG00000139163	55500	ETNK1	ENSG00000139163
ENSG00000165704	3251	HPRT1	ENSG00000165704
ENSG00000238835	677765	SCARNA18	ENSG00000238835
ENSG00000152422	7518	XRCC4	ENSG00000152422
ENSG00000216001	100126302	MIR450B	ENSG00000216001
ENSG00000199132	554214	MIR450A1	ENSG00000199132
ENSG00000207755	574505	MIR450A2	ENSG00000207755
ENSG00000207784	664617	MIR542	ENSG00000207784
ENSG00000096401	988	CDC5L	ENSG00000096401
ENSG00000260280	100526831	SLX1B-SULT1A4	ENSG00000260280
ENSG00000237013	101927701	LINC01812	ENSG00000237013
ENSG00000178252	11180	WDR6	ENSG00000178252
ENSG00000197223	10438	C1D	ENSG00000197223
ENSG00000208005	574506	MIR503	ENSG00000208005
ENSG00000284231	494336	MIR424	ENSG00000284231
ENSG00000227060	100506757	LINC00629	ENSG00000227060
ENSG00000213648	445329	SULT1A4	ENSG00000213648
ENSG00000038427	1462	VCAN	ENSG00000038427
ENSG00000105393	29086	BABAM1	ENSG00000105393
ENSG00000266619	100616352	MIR4642	ENSG00000266619
ENSG00000170965	10761	PLAC1	ENSG00000170965
ENSG00000196284	8464	SUPT3H	ENSG00000196284
ENSG00000169442	1043	CD52	ENSG00000169442
ENSG00000177731	2314	FLII	ENSG00000177731
ENSG00000156504	159090	FAM122B	ENSG00000156504
ENSG00000256321	101928441		ENSG00000256321
ENSG00000243667	116143	WDR92	ENSG00000243667
ENSG00000176092	55057	CRYBG2	ENSG00000176092
ENSG00000134532	6660	SOX5	ENSG00000134532
ENSG00000231322	399670	RPL13AP17	ENSG00000231322
ENSG00000207769	693171	MIR586	ENSG00000207769
ENSG00000226978	100874021	MAGI2-AS2	ENSG00000226978
ENSG00000124813	860	RUNX2	ENSG00000124813
ENSG00000256746	101928943	MADD-AS1	ENSG00000256746
ENSG00000176083	257101	ZNF683	ENSG00000176083
ENSG00000115946	56902	PNO1	ENSG00000115946
ENSG00000134571	4607	MYBPC3	ENSG00000134571
ENSG00000140006	112840	WDR89	ENSG00000140006
ENSG00000234456	100505881	MAGI2-AS3	ENSG00000234456
ENSG00000169203	440353	NPIPB12	ENSG00000169203
ENSG00000126821	81537	SGPP1	ENSG00000126821
ENSG00000178149	55152	DALRD3	ENSG00000178149
ENSG00000221823	5534	PPP3R1	ENSG00000221823
ENSG00000054654	23224	SYNE2	ENSG00000054654
ENSG00000131914	79727	LIN28A	ENSG00000131914
ENSG00000266758	100847041	MIR3680-2	ENSG00000266758
ENSG00000164695	92421	CHMP4C	ENSG00000164695
ENSG00000197471	6693	SPN	ENSG00000197471
ENSG00000178412	284241		ENSG00000178412
ENSG00000060069	9150	CTDP1	ENSG00000060069
ENSG00000103485	23475	QPRT	ENSG00000103485
ENSG00000117682	79947	DHDDS	ENSG00000117682
ENSG00000119865	25927	CNRIP1	ENSG00000119865
ENSG00000104497	64089	SNX16	ENSG00000104497
ENSG00000156500	159091	FAM122C	ENSG00000156500
ENSG00000185905	283897	C16orf54	ENSG00000185905
ENSG00000115956	5341	PLEK	ENSG00000115956
ENSG00000174992	653808	ZG16	ENSG00000174992
ENSG00000152784	56978	PRDM8	ENSG00000152784
ENSG00000112782	53405	CLIC5	ENSG00000112782
ENSG00000249835	105379054	VCAN-AS1	ENSG00000249835
ENSG00000079616	3835	KIF22	ENSG00000079616
ENSG00000145681	1404	HAPLN1	ENSG00000145681
ENSG00000204923	554251	FBXO48	ENSG00000204923
ENSG00000169621	200558	APLF	ENSG00000169621
ENSG00000254394	101927141		ENSG00000254394
ENSG00000127955	2770	GNAI1	ENSG00000127955
ENSG00000254123	105375929	LINC02839	ENSG00000254123
ENSG00000160117	126549	ANKLE1	ENSG00000160117
ENSG00000164176	10085	EDIL3	ENSG00000164176
ENSG00000138675	2250	FGF5	ENSG00000138675
ENSG00000199032	494337	MIR425	ENSG00000199032
ENSG00000066336	6688	SPI1	ENSG00000066336
ENSG00000178057	25915	NDUFAF3	ENSG00000178057
ENSG00000253898	103352670	LINC01419	ENSG00000253898
ENSG00000169618	10887	PROKR1	ENSG00000169618
ENSG00000184672	138046	RALYL	ENSG00000184672
ENSG00000101928	56180	MOSPD1	ENSG00000101928
ENSG00000197826	255119	CFAP299	ENSG00000197826
ENSG00000178342	26251	KCNG2	ENSG00000178342
ENSG00000163219	9938	ARHGAP25	ENSG00000163219
ENSG00000122490	80148	SLC66A2	ENSG00000122490
ENSG00000181827	64864	RFX7	ENSG00000181827
ENSG00000264583	100616222	MIR4487	ENSG00000264583
ENSG00000236091	340581	LINC02243	ENSG00000236091
ENSG00000165915	91252	SLC39A13	ENSG00000165915
ENSG00000184785	644538	SMIM10	ENSG00000184785
ENSG00000212747	441518	RTL8B	ENSG00000212747
ENSG00000207605	406966	MIR191	ENSG00000207605
ENSG00000152785	651	BMP3	ENSG00000152785
ENSG00000216192	100126320	MIR920	ENSG00000216192
ENSG00000256120	101928471	SOX5-AS1	ENSG00000256120
ENSG00000178035	3615	IMPDH2	ENSG00000178035
ENSG00000134590	8933	RTL8C	ENSG00000134590
ENSG00000138669	5593	PRKG2	ENSG00000138669
ENSG00000001561	22875	ENPP4	ENSG00000001561
ENSG00000203950	26071	RTL8A	ENSG00000203950
ENSG00000112796	59084	ENPP5	ENSG00000112796
ENSG00000127184	1350	COX7C	ENSG00000127184
ENSG00000196972	644596	SMIM10L2B	ENSG00000196972
ENSG00000172348	10231	RCAN2	ENSG00000172348
ENSG00000224107	100129515	ETDB	ENSG00000224107
ENSG00000197503	144360	LINC00477	ENSG00000197503
ENSG00000177427	125170	MIEF2	ENSG00000177427
ENSG00000151575	374618	TEX9	ENSG00000151575
ENSG00000169551	54967	CT55	ENSG00000169551
ENSG00000103495	4150	MAZ	ENSG00000103495
ENSG00000133739	85444	LRRCC1	ENSG00000133739
ENSG00000226742	440498	HSBP1L1	ENSG00000226742
ENSG00000127220	79575	ABHD8	ENSG00000127220
ENSG00000265919	100422887	MIR4280	ENSG00000265919
ENSG00000141759	10907	TXNL4A	ENSG00000141759
ENSG00000146233	51302	CYP39A1	ENSG00000146233
ENSG00000060982	586	BCAT1	ENSG00000060982
ENSG00000186376	7626	ZNF75D	ENSG00000186376
ENSG00000145715	5921	RASA1	ENSG00000145715
ENSG00000165916	5702	PSMC3	ENSG00000165916
ENSG00000130312	64981	MRPL34	ENSG00000130312
ENSG00000238210	101928677	ETDA	ENSG00000238210
ENSG00000130311	79016	DDA1	ENSG00000130311
ENSG00000283644	110806299	ETDC	ENSG00000283644
ENSG00000153291	9481	SLC25A27	ENSG00000153291
ENSG00000173275	203523	ZNF449	ENSG00000173275
ENSG00000101546	79863	RBFA	ENSG00000101546
ENSG00000198830	3151	HMGN2	ENSG00000198830
ENSG00000177302	7156	TOP3A	ENSG00000177302
ENSG00000229015	100506790		ENSG00000229015
ENSG00000178947	399668	SMIM10L2A	ENSG00000178947
ENSG00000074855	57719	ANO8	ENSG00000074855
ENSG00000163217	27302	BMP10	ENSG00000163217
ENSG00000260493	102723322		ENSG00000260493
ENSG00000242973	101926934		ENSG00000242973
ENSG00000133740	1875	E2F5	ENSG00000133740
ENSG00000180113	221400	TDRD6	ENSG00000180113
ENSG00000225235	100874118	INTS6L-AS1	ENSG00000225235
ENSG00000183607	200504	GKN2	ENSG00000183607
ENSG00000138587	55329	MNS1	ENSG00000138587
ENSG00000198218	54870	QRICH1	ENSG00000198218
ENSG00000165359	203522	INTS6L	ENSG00000165359
ENSG00000146070	7941	PLA2G7	ENSG00000146070
ENSG00000251059	101928942	PRKG2-AS1	ENSG00000251059
ENSG00000101544	22850	ADNP2	ENSG00000101544
ENSG00000138670	153020	RASGEF1B	ENSG00000138670
ENSG00000135218	948	CD36	ENSG00000135218
ENSG00000117676	6195	RPS6KA1	ENSG00000117676
ENSG00000267270	100130522	PARD6G-AS1	ENSG00000267270
ENSG00000169605	56287	GKN1	ENSG00000169605
ENSG00000167371	112476	PRRT2	ENSG00000167371
ENSG00000137871	54816	ZNF280D	ENSG00000137871
ENSG00000130299	84705	GTPBP3	ENSG00000130299
ENSG00000178184	84552	PARD6G	ENSG00000178184
ENSG00000230062	100287718	ANKRD66	ENSG00000230062
ENSG00000112818	4224	MEP1A	ENSG00000112818
ENSG00000226397	196415	C12orf77	ENSG00000226397
ENSG00000176731	401466	RBIS	ENSG00000176731
ENSG00000169604	84168	ANTXR1	ENSG00000169604
ENSG00000268940	541466	CT45A1	ENSG00000268940
ENSG00000118308	4033	IRAG2	ENSG00000118308
ENSG00000069122	221395	ADGRF5	ENSG00000069122
ENSG00000172053	5859	QARS1	ENSG00000172053
ENSG00000280789	79447	PAGR1	ENSG00000280789
ENSG00000013364	9961	MVP	ENSG00000013364
ENSG00000269096	441519	CT45A3	ENSG00000269096
ENSG00000176994	140775	SMCR8	ENSG00000176994
ENSG00000228836	441521	CT45A5	ENSG00000228836
ENSG00000176974	6470	SHMT1	ENSG00000176974
ENSG00000278289	541465	CT45A6	ENSG00000278289
ENSG00000284516	105377307	VAMP9P	ENSG00000284516
ENSG00000138668	3184	HNRNPD	ENSG00000138668
ENSG00000271449	728911	CT45A2	ENSG00000271449
ENSG00000185015	377677	CA13	ENSG00000185015
ENSG00000273696	101060211	CT45A7	ENSG00000273696
ENSG00000153292	266977	ADGRF1	ENSG00000153292
ENSG00000134480	902	CCNH	ENSG00000134480
ENSG00000278085	102723737	CT45A8	ENSG00000278085
ENSG00000133742	759	CA1	ENSG00000133742
ENSG00000103502	10423	CDIPT	ENSG00000103502
ENSG00000165917	5913	RAPSN	ENSG00000165917
ENSG00000270946	102723680	CT45A9	ENSG00000270946
ENSG00000269586	102723631	CT45A10	ENSG00000269586
ENSG00000238705	100302190	MIR1976	ENSG00000238705
ENSG00000181433	55511	SAGE1	ENSG00000181433
ENSG00000260063	101928728		ENSG00000260063
ENSG00000169446	93380	MMGT1	ENSG00000169446
ENSG00000117713	8289	ARID1A	ENSG00000117713
ENSG00000106976	1759	DNM1	ENSG00000106976
ENSG00000198689	10479	SLC9A6	ENSG00000198689
ENSG00000149187	10658	CELF1	ENSG00000149187
ENSG00000130300	83483	PLVAP	ENSG00000130300
ENSG00000283772	102466733	MIR6778	ENSG00000283772
ENSG00000214860	645027	EVPLL	ENSG00000214860
ENSG00000146072	27242	TNFRSF21	ENSG00000146072
ENSG00000285253	54816		ENSG00000285253
ENSG00000285331	145783		ENSG00000285331
ENSG00000269720	110806280	CCDC194	ENSG00000269720
ENSG00000130303	684	BST2	ENSG00000130303
ENSG00000198087	23607	CD2AP	ENSG00000198087
ENSG00000220161	400579	LINC02076	ENSG00000220161
ENSG00000282851	105221694	BISPR	ENSG00000282851
ENSG00000140262	6938	TCF12	ENSG00000140262
ENSG00000164180	153396	TMEM161B	ENSG00000164180
ENSG00000152795	9987	HNRNPDL	ENSG00000152795
ENSG00000214725	440356	CDIPTOSP	ENSG00000214725
ENSG00000118307	55259	CFAP94	ENSG00000118307
ENSG00000171916	654346	LGALS9C	ENSG00000171916
ENSG00000164393	222611	ADGRF2	ENSG00000164393
ENSG00000141971	93343	MVB12A	ENSG00000141971
ENSG00000266649	100423030	MIR3126	ENSG00000266649
ENSG00000198380	2673	GFPT1	ENSG00000198380
ENSG00000174938	26470	SEZ6L2	ENSG00000174938
ENSG00000153294	221393	ADGRF4	ENSG00000153294
ENSG00000124818	221391	OPN5	ENSG00000124818
ENSG00000213619	4722	NDUFS3	ENSG00000213619
ENSG00000188051	100130519	TMEM221	ENSG00000188051
ENSG00000164879	761	CA3	ENSG00000164879
ENSG00000171773	115861	NXNL1	ENSG00000171773
ENSG00000244694	442213	PTCHD4	ENSG00000244694
ENSG00000130304	376497	SLC27A1	ENSG00000130304
ENSG00000110536	114971	PTPMT1	ENSG00000110536
ENSG00000169599	27247	NFU1	ENSG00000169599
ENSG00000104267	760	CA2	ENSG00000104267
ENSG00000146085	4594	MMUT	ENSG00000146085
ENSG00000247828	100505894	TMEM161B-AS1	ENSG00000247828
ENSG00000123444	55709	KBTBD4	ENSG00000123444
ENSG00000022267	2273	FHL1	ENSG00000022267
ENSG00000273018	80039	FAM106A	ENSG00000273018
ENSG00000145293	58478	ENOPH1	ENSG00000145293
ENSG00000269439	100507551		ENSG00000269439
ENSG00000031691	55166	CENPQ	ENSG00000031691
ENSG00000130313	25796	PGLS	ENSG00000130313
ENSG00000060642	55650	PIGV	ENSG00000060642
ENSG00000203972	389396	GLYATL3	ENSG00000203972
ENSG00000214415	346562	GNAT3	ENSG00000214415
ENSG00000196666	399888	FAM180B	ENSG00000196666
ENSG00000205707	144363	ETFRF1	ENSG00000205707
ENSG00000197261	135398	C6orf141	ENSG00000197261
ENSG00000172247	114900	C1QTNF4	ENSG00000172247
ENSG00000249242	441027	TMEM150C	ENSG00000249242
ENSG00000075223	10512	SEMA3C	ENSG00000075223
ENSG00000204160	84243	ZDHHC18	ENSG00000204160
ENSG00000109919	23788	MTCH2	ENSG00000109919
ENSG00000154874	284047	CCDC144B	ENSG00000154874
ENSG00000112077	6005	RHAG	ENSG00000112077
ENSG00000167483	199786	NIBAN3	ENSG00000167483
ENSG00000277422	100288527	REXO1L6P	ENSG00000277422
ENSG00000285768	105375622	LINC02849	ENSG00000285768
ENSG00000287927	107986954		ENSG00000287927
ENSG00000133703	3845	KRAS	ENSG00000133703
ENSG00000147614	245972	ATP6V0D2	ENSG00000147614
ENSG00000174939	253982	ASPHD1	ENSG00000174939
ENSG00000231782	439934	LINC00575	ENSG00000231782
ENSG00000145284	79966	SCD5	ENSG00000145284
ENSG00000115977	22848	AAK1	ENSG00000115977
ENSG00000175793	2810	SFN	ENSG00000175793
ENSG00000147613	85481	PSKH2	ENSG00000147613
ENSG00000142751	54707	GPN2	ENSG00000142751
ENSG00000189375	254272	TBC1D28	ENSG00000189375
ENSG00000152936	160492	LMNTD1	ENSG00000152936
ENSG00000207746	693160	MIR575	ENSG00000207746
ENSG00000164893	157724	SLC7A13	ENSG00000164893
ENSG00000198746	63906	GPATCH3	ENSG00000198746
ENSG00000174943	253980	KCTD13	ENSG00000174943
ENSG00000250156	102546226	LINC02060	ENSG00000250156
ENSG00000254231	105375624		ENSG00000254231
ENSG00000123124	11059	WWP1	ENSG00000123124
ENSG00000138674	22872	SEC31A	ENSG00000138674
ENSG00000090273	10726	NUDC	ENSG00000090273
ENSG00000245526	645323	LINC00461	ENSG00000245526
ENSG00000165923	79841	AGBL2	ENSG00000165923
ENSG00000249459	729288	ZNF286B	ENSG00000249459
ENSG00000240445	2310	FOXO3B	ENSG00000240445
ENSG00000207016	100124535	SNORA36C	ENSG00000207016
ENSG00000108448	147166	TRIM16L	ENSG00000108448
ENSG00000196975	307	ANXA4	ENSG00000196975
ENSG00000233491	100128317		ENSG00000233491
ENSG00000149932	124446	TMEM219	ENSG00000149932
ENSG00000131910	8431	NR0B2	ENSG00000131910
ENSG00000175707	126695	KDF1	ENSG00000175707
ENSG00000283603	100422897	MIR4302	ENSG00000283603
ENSG00000019991	3082	HGF	ENSG00000019991
ENSG00000253368	388610	TRNP1	ENSG00000253368
ENSG00000124490	7180	CRISP2	ENSG00000124490
ENSG00000158246	115572	TENT5B	ENSG00000158246
ENSG00000176623	51115	RMDN1	ENSG00000176623
ENSG00000090020	6548	SLC9A1	ENSG00000090020
ENSG00000109920	23360	FNBP4	ENSG00000109920
ENSG00000171931	10517	FBXW10	ENSG00000171931
ENSG00000149930	9344	TAOK2	ENSG00000149930
ENSG00000130309	79709	COLGALT1	ENSG00000130309
ENSG00000123094	11228	RASSF8	ENSG00000123094
ENSG00000284447	407047	MIR9-2	ENSG00000284447
ENSG00000245864	109729137	MEF2C-AS2	ENSG00000245864
ENSG00000030066	23279	NUP160	ENSG00000030066
ENSG00000081189	4208	MEF2C	ENSG00000081189
ENSG00000247982	283663	LINC00926	ENSG00000247982
ENSG00000260172	101928611	LINC01413	ENSG00000260172
ENSG00000087338	64395	GMCL1	ENSG00000087338
ENSG00000171928	51030	TVP23B	ENSG00000171928
ENSG00000128849	84952	CGNL1	ENSG00000128849
ENSG00000130477	23025	UNC13A	ENSG00000130477
ENSG00000123095	79365	BHLHE41	ENSG00000123095
ENSG00000142784	23038	WDTC1	ENSG00000142784
ENSG00000096006	10321	CRISP3	ENSG00000096006
ENSG00000123096	8082	SSPN	ENSG00000123096
ENSG00000124380	11017	SNRNP27	ENSG00000124380
ENSG00000236467	101929328	KCNMA1-AS1	ENSG00000236467
ENSG00000085719	8895	CPNE3	ENSG00000085719
ENSG00000250111	101929141		ENSG00000250111
ENSG00000059728	4084	MXD1	ENSG00000059728
ENSG00000186501	84065	TMEM222	ENSG00000186501
ENSG00000225497	101929310	KCNMA1-AS2	ENSG00000225497
ENSG00000263155	100820829	MYZAP	ENSG00000263155
ENSG00000149929	8479	HIRIP3	ENSG00000149929
ENSG00000151208	9231	DLG5	ENSG00000151208
ENSG00000141127	5636	PRPSAP2	ENSG00000141127
ENSG00000170950	5232	PGK2	ENSG00000170950
ENSG00000123104	3709	ITPR2	ENSG00000123104
ENSG00000124812	167	CRISP1	ENSG00000124812
ENSG00000169592	283899	INO80E	ENSG00000169592
ENSG00000130479	55201	MAP1S	ENSG00000130479
ENSG00000207581	406978	MIR199B	ENSG00000207581
ENSG00000264823	100422893	MIR3154	ENSG00000264823
ENSG00000167110	2801	GOLGA2	ENSG00000167110
ENSG00000149177	5795	PTPRJ	ENSG00000149177
ENSG00000140009	2100	ESR2	ENSG00000140009
ENSG00000244617	151516	ASPRV1	ENSG00000244617
ENSG00000153956	781	CACNA2D1	ENSG00000153956
ENSG00000129680	79649	MAP7D3	ENSG00000129680
ENSG00000214643	403339	DEFB133	ENSG00000214643
ENSG00000177684	245928	DEFB114	ENSG00000177684
ENSG00000214642	245927	DEFB113	ENSG00000214642
